GK SOFTWARE SE,757142,DE0007571424
Ströer SE & Co. KGaA,749399,DE0007493991
Alno AG,778840,DE0007788408
ElringKlinger AG,785602,DE0007856023
GELSENWASSER AG,776000,DE0007760001
UZIN UTZ AG,755150,DE0007551509
Renk AG,785000,DE0007850000
Valora Effekten Handel AG,760010,DE0007600108
WashTec AG,750750,DE0007507501
Turbon AG,750450,DE0007504508
Deutsche Euroshop AG,748020,DE0007480204
Gold-Zack AG,768682,DE0007686826
Vossloh AG,766710,DE0007667107
Volkswagen (VW) St.,766400,DE0007664005
thyssenkrupp AG,750000,DE0007500001
3U HOLDING AG,516790,DE0005167902
Softing AG,517800,DE0005178008
BayWa AG (NA),519400,DE0005194005
Joh. Friedrich Behrens AG (BeA),519890,DE0005198907
artec technologies AG,520958,DE0005209589
BAUER AG,516810,DE0005168108
Tradegate AG Wertpapierhandelsbank,521690,DE0005216907
Delticom AG,514680,DE0005146807
Quirin Privatbank AG,520230,DE0005202303
Deutsche Bank AG,514000,DE0005140008
Schweizer Electronic AG,515623,DE0005156236
AdCapital AG,521450,DE0005214506
Dr. Hönle AG - UV Technology,515710,DE0005157101
design hotels AG,514100,DE0005141006
Ludwig Beck am Rathauseck - Textilhaus Feldmeier AG,519990,DE0005199905
BMW AG,519000,DE0005190003
AmaTech AG,519280,DE0005192801
Gigaset AG,515600,DE0005156004
SURTECO SE,517690,DE0005176903
Beiersdorf AG,520000,DE0005200000
SinnerSchrader AG,514190,DE0005141907
Bechtle AG,515870,DE0005158703
BayWa AG (vink. NA),519406,DE0005194062
Berentzen-Gruppe AG,520160,DE0005201602
B.R.A.I.N. Biotechnology Research and Information Network AG,520394,DE0005203947
curasan AG,549453,DE0005494538
LANXESS AG,547040,DE0005470405
EQS Group AG,549416,DE0005494165
Varengold Bank AG,547930,DE0005479307
SPOBAG AG,549060,DE0005490601
Hypoport AG,549336,DE0005493365
UNIPROF Real Estate Holding AG,550912,DE0005509129
Aareal Bank AG,540811,DE0005408116
Deutsche Balaton AG,550820,DE0005508204
CompuGroup Medical SE,543730,DE0005437305
Axel Springer SE,550135,DE0005501357
BVB (Borussia Dortmund),549309,DE0005493092
LEONI AG,540888,DE0005408884
UMS United Medical Systems International AG,549365,DE0005493654
Masterflex SE,549293,DE0005492938
Geratherm Medical AG,549562,DE0005495626
ISRA VISION AG,548810,DE0005488100
United Labels AG,548956,DE0005489561
HolidayCheck AG,549532,DE0005495329
DATA MODUL AG,549890,DE0005498901
Continental AG,543900,DE0005439004
comdirect bank AG,542800,DE0005428007
CANCOM SE,541910,DE0005419105
CENTROTEC Sustainable AG,540750,DE0005407506
CTS Eventim,547030,DE0005470306
Heliad Equity Partners GmbH & Co. KGaA,A0L1NN,DE000A0L1NN5
ItN Nanovation AG,A0JL46,DE000A0JL461
DATAGROUP SE,A0JC8S,DE000A0JC8S7
AURELIUS,A0JK2A,DE000A0JK2A8
Manz AG,A0JQ5U,DE000A0JQ5U3
GWB Immobilien AG,A0JKHG,DE000A0JKHG0
CropEnergies AG,A0LAUP,DE000A0LAUP1
VERBIO Vereinigte BioEnergie AG,A0JL9W,DE000A0JL9W6
Nanogate SE,A0JKHC,DE000A0JKHC9
Muehlhan AG,A0KD0F,DE000A0KD0F7
mic AG,A0KF6S,DE000A0KF6S5
elexxion AG,A0KFKH,DE000A0KFKH0
Nabaltec AG,A0KPPR,DE000A0KPPR7
CytoTools AG,A0KFRJ,DE000A0KFRJ1
KROMI Logistik AG,A0KFUJ,DE000A0KFUJ5
HanseYachts AG,A0KF6M,DE000A0KF6M8
Vectron Systems AG,A0KEXC,DE000A0KEXC7
Accentro Real Estate AG,A0KFKB,DE000A0KFKB3
Blue Cap AG,A0JM2M,DE000A0JM2M1
MeVis Medical Solutions AG,A0LBFE,DE000A0LBFE4
SHF Communication Technologies AG,A0KPMZ,DE000A0KPMZ7
Travel24.com AG,A0L1NQ,DE000A0L1NQ8
MPH Health Care AG,A0L1H3,DE000A0L1H32
mybet Holding SE,A0JRU6,DE000A0JRU67
Mynaric,A0JCY1,DE000A0JCY11
alstria office REIT-AG,A0LD2U,DE000A0LD2U1
STEICO SE,A0LR93,DE000A0LR936
m-u-t AG Meßgeräte für Medizin- und Umwelttechnik,A0MSN1,DE000A0MSN11
UET United Electronic Technology AG,A0LBKW,DE000A0LBKW6
Sparta Beteiligungen AG,A0NK3W,DE000A0NK3W4
HWA AG,A0LR4P,DE000A0LR4P1
EnviTec Biogas AG,A0MVLS,DE000A0MVLS8
Delignit AG,A0MZ4B,DE000A0MZ4B0
HHLA AG (Hamburger Hafen und Logistik),A0S848,DE000A0S8488
Asian Bamboo AG,A0M6M7,DE000A0M6M79
Fair Value REIT-AG,A0MW97,DE000A0MW975
L-KONZEPT Holding AG,A0N3EU,DE000A0N3EU3
OTRS AG,A0S9R3,DE000A0S9R37
mutares AG,A0SMSH,DE000A0SMSH2
Elanix Biotechnologies AG,A0WMJQ,DE000A0WMJQ4
CPU Softwarehouse AG,A0WMPN,DE000A0WMPN8
TOM TAILOR Holding SE,A0STST,DE000A0STST2
EYEMAXX Real Estate AG,A0V9L9,DE000A0V9L94
Datron AG,A0V9LA,DE000A0V9LA7
Gerresheimer AG,A0LD6E,DE000A0LD6E6
AIXTRON SE,A0WMPJ,DE000A0WMPJ6
M1 Kliniken AG,A0STSQ,DE000A0STSQ8
Capital One AG,A0SMU7,DE000A0SMU79
Vapiano,A0WMNK,DE000A0WMNK9
Varta AG,A0TGJ5,DE000A0TGJ55
transtec AG,724142,DE0007241424
Splendid Medien AG,727950,DE0007279507
TELES AG Informationstechnologien,745490,DE0007454902
PVA TePla AG,746100,DE0007461006
tiscon AG,745880,DE0007458804
SGL Carbon SE,723530,DE0007235301
Sixt SE St.,723132,DE0007231326
Heliocentris Energy Solutions AG,A1MMHE,DE000A1MMHE3
HumanOptics AG,A1MMCR,DE000A1MMCR6
HUGO BOSS AG,A1PHFF,DE000A1PHFF7
Heidelberger Druckmaschinen AG,731400,DE0007314007
PAUL HARTMANN AG,747404,DE0007474041
STADA,725180,DE0007251803
A.A.A. AG Allgemeine Anlageverwaltung vorm. Seilwolff AG von 1890 DE0007228009,722800,DE0007228009
WALTER BAU-AG St,747750,DE0007477507
Sinner AG,724100,DE0007241002
Schloss Wachenheim AG,722900,DE0007229007
R. Stahl AG,A1PHBB,DE000A1PHBB5
SM Wirtschaftsberatungs AG,A1RFMZ,DE000A1RFMZ1
RCM Beteiligungs AG,A1RFMY,DE000A1RFMY4
SCY Beteiligungen AG,A1PG50,DE000A1PG508
SYGNIS AG,A1RFM0,DE000A1RFM03
Value Management & Research AG,A1RFHN,DE000A1RFHN7
MPC Münchmeyer Petersen Capital AG,A1TNWJ,DE000A1TNWJ4
Südzucker AG (Suedzucker AG),729700,DE0007297004
SIMONA AG,723940,DE0007239402
ADM Hamburg AG,726900,DE0007269003
Südwestdeutsche Salzwerke AG,734660,DE0007346603
Wirecard AG,747206,DE0007472060
TC Unterhaltungselektronik AG,745420,DE0007454209
TAKKT AG,744600,DE0007446007
DEAG Deutsche Entertainment AG,A0Z23G,DE000A0Z23G6
technotrans AG,A0XYGA,DE000A0XYGA7
DEMIRE Deutsche Mittelstand Real Estate AG,A0XFSF,DE000A0XFSF0
Panamax Aktiengesellschaft,A1R1C8,DE000A1R1C81
Deutsche Beteiligungs AG,A1TNUT,DE000A1TNUT7
centrotherm international AG,A1TNMM,DE000A1TNMM9
KHD Humboldt Wedag Industrial Services AG,A1X3WW,DE000A1X3WW8
DIC Asset AG,A1X3XX,DE000A1X3XX4
WCM AG (WCM Beteiligungs- und Grundbesitz AG),A1X3X3,DE000A1X3X33
Medigene AG,A1X3W0,DE000A1X3W00
IVU Traffic AG,744850,DE0007448508
Siemens AG,723610,DE0007236101
Ceconomy St.,725750,DE0007257503
secunet Security Networks AG,727650,DE0007276503
RIB Software SE,A0Z2XN,DE000A0Z2XN6
VERIANOS Real Estate Aktiengesellschaft,A0Z2Y4,DE000A0Z2Y48
Deutsche Rohstoff AG,A0XYG7,DE000A0XYG76
SLM Solutions AG,A11133,DE000A111338
MyHammer (Abacho) AG,A11QWW,DE000A11QWW6
7C Solarparken AG,A11QW6,DE000A11QW68
Deutsche Technologie Beteiligungen AG,A1X3WX,DE000A1X3WX6
METRIC mobility solutions AG,A1X3X6,DE000A1X3X66
JJ Auto AG,A1TNS7,DE000A1TNS70
Snowbird AG,A1PHEL,DE000A1PHEL8
A.S. Création Tapeten AG,A1TNNN,DE000A1TNNN5
Rocket Internet SE,A12UKK,DE000A12UKK6
Heidelberg Pharma AG,A11QVV,DE000A11QVV0
DCI Database for Commerce and Industry AG nach Kapitalherabsetzung,A11QU1,DE000A11QU11
Ecommerce Alliance AG,A12UK0,DE000A12UK08
Maier + Partner AG,A1MMCY,DE000A1MMCY2
German Startups Group GmbH & Co. KGaA,A1MMEV,DE000A1MMEV4
Bitcoin Group SE,A1TNV9,DE000A1TNV91
U.C.A. AG nach Kapitalherabsetzung,A12UK5,DE000A12UK57
Epigenomics AG,A11QW5,DE000A11QW50
TLG IMMOBILIEN AG,A12B8Z,DE000A12B8Z4
adesso AG,A0Z23Q,DE000A0Z23Q5
freenet AG,A0Z2ZZ,DE000A0Z2ZZ5
PSI Software AG,A0Z1JH,DE000A0Z1JH9
SHS VIVEON AG,A0XFWK,DE000A0XFWK2
elumeo SE,A11Q05,DE000A11Q059
Scout24 AG,A12DM8,DE000A12DM80
IBU-tec AG,A0XYHT,DE000A0XYHT5
UniDevice AG Inhaber-Akt,A11QLU,DE000A11QLU3
Deutsche Biotech Innovativ AG,A0Z25L,DE000A0Z25L1
Constantin AG (Constantin Medien),914720,DE0009147207
MERKUR BANK KGaA,814820,DE0008148206
Klassik Radio AG,785747,DE0007857476
PAION AG,A0B65S,DE000A0B65S3
Coreo AG,A0B9VV,DE000A0B9VV6
JDC Group AG,A0B9N3,DE000A0B9N37
Oldenburgische Landesbank AG (OLB),808600,DE0008086000
AlzChem Group AG,A0AHT4,DE000A0AHT46
UESTRA Hannoversche Verkehrsbetriebe AG,825000,DE0008250002
PEARL GOLD AG,A0AFGF,DE000A0AFGF3
amalphi AG,813135,DE0008131350
Probiodrug AG,792183,DE0007921835
Regenbogen AG,800956,DE0008009564
WEBAC Holding AG,810310,DE0008103102
Deutsche Real Estate AG,805502,DE0008055021
TAG Immobilien AG,830350,DE0008303504
Deutsche Effecten- und Wechsel-Beteiligungsgesellschaft AG,804100,DE0008041005
Wüstenrot & Württembergische AG,805100,DE0008051004
HSBC Trinkaus & Burkhardt AG,811510,DE0008115106
NÜRNBERGER Beteiligungs-AG,843596,DE0008435967
Münchener Rückversicherungs-Gesellschaft AG (Munich Re),843002,DE0008430026
Hannover Rück,840221,DE0008402215
Lufthansa AG,823212,DE0008232125
Allianz,840400,DE0008404005
pbb AG (Deutsche Pfandbriefbank),801900,DE0008019001
DocCheck AG,A1A6WE,DE000A1A6WE6
Brenntag AG,A1DAHH,DE000A1DAHH0
SPORTTOTAL AG,A1EMG5,DE000A1EMG56
BHB Brauholding Bayern-Mitte AG,A1CRQD,DE000A1CRQD6
Tonkens Agrar AG,A1EMHE,DE000A1EMHE0
China Specialty Glass AG,A1EL8Y,DE000A1EL8Y8
Vivanco Gruppe AG,A1E8G8,DE000A1E8G88
Readcrest Capital AG,A1E89S,DE000A1E89S5
Bastei Lübbe AG,A1X3YY,DE000A1X3YY0
SolarWorld,A1YCMM,DE000A1YCMM2
Formycon AG,A1EWVY,DE000A1EWVY8
NORMA Group SE,A1H8BV,DE000A1H8BV3
Adler Modemärkte AG,A1H8MU,DE000A1H8MU2
SHW AG,A1JBPV,DE000A1JBPV9
euromicron AG,A1K030,DE000A1K0300
SÜSS MicroTec SE,A1K023,DE000A1K0235
Feike AG,A1YCNB,DE000A1YCNB3
Xin Rui Ke (China) AG,A1X3YJ,DE000A1X3YJ1
SendR SE,A1YDAZ,DE000A1YDAZ7
SEVEN PRINCIPLES AG,A2AAA7,DE000A2AAA75
SBF AG (ex Corona Equity Partner),A2AAE2,DE000A2AAE22
DF Deutsche Forfait AG,A2AA20,DE000A2AA204
co.don AG,A1K022,DE000A1K0227
artnet AG,A1K037,DE000A1K0375
Gesco AG,A1K020,DE000A1K0201
pferdewetten.de AG,A1K040,DE000A1K0409
Ultrasonic AG,A1KREX,DE000A1KREX3
Decheng Technology AG,A1YDDM,DE000A1YDDM9
StarDSL AG nach Kapitalherabsetzung,A2AA10,DE000A2AA105
Ming Le Sports AG nach Kapitalherabsetzung,A2BPK9,DE000A2BPK91
innogy SE,A2AADD,DE000A2AADD2
adinotec AG,A2DA40,DE000A2DA406
STARAMBA SE,A1K03W,DE000A1K03W5
Telefónica Deutschland AG (O2),A1J5RX,DE000A1J5RX9
Vonovia SE (ex Deutsche Annington),A1ML7J,DE000A1ML7J1
adidas AG,A1EWWW,DE000A1EWWW0
Agennix AG,A1A6XX,DE000A1A6XX4
AGRARIUS AG Inhaber-Akt,A2BPL9,DE000A2BPL90
MAX Automation SE,A2DA58,DE000A2DA588
Beta Systems Software AG,A2BPP8,DE000A2BPP88
Youbisheng Green Paper AG Inhaber-Akt Nach Kapitalherabsetzung,A2BPG1,DE000A2BPG14
Aumann AG,A2DAM0,DE000A2DAM03
Medios AG,A1MMCC,DE000A1MMCC8
SLEEPZ AG,A2E377,DE000A2E3772
Softline AG Inhaber-Akt Nach Kapitalherabsetzung,A2DAN1,DE000A2DAN10
Consus Real Estate AG,A2DA41,DE000A2DA414
Delivery Hero,A2E4K4,DE000A2E4K43
Pyrolyx AG,A2E4L4,DE000A2E4L42
asknet AG Nach Kapitalherabsetzung,A2E370,DE000A2E3707
GxP German Properties AG,A2E4L0,DE000A2E4L00
E.ON SE,ENAG99,DE000ENAG999
Bayer,BAY001,DE000BAY0017
BASF,BASF11,DE000BASF111
Evonik AG,EVNK01,DE000EVNK013
Commerzbank,CBK100,DE000CBK1001
Noratis AG,A2E4MK,DE000A2E4MK4
H&R GmbH & Co. KGaA,A2E4T7,DE000A2E4T77
METRO (St.),BFB001,DE000BFB0019
Linde AG (I),A2E4L7,DE000A2E4L75
wallstreet:online AG,A2GS60,DE000A2GS609
Voltabox,A2E4LE,DE000A2E4LE9
Software AG,A2GS40,DE000A2GS401
Allgeier SE,A2GS63,DE000A2GS633
CR Capital Real Estate AG,A2GS62,DE000A2GS625
The Grounds Real Estate Development AG,A2GSVV,DE000A2GSVV5
Deutsche Industrie Grundbesitz AG Inhaber-Akt,A2G9LL,DE000A2G9LL1
Dermapharm Holding SE,A2GS5D,DE000A2GS5D8
STEMMER IMAGING AG,A2G9MZ,DE000A2G9MZ9
Cyan AG,A2E4SV,DE000A2E4SV8
Baumot Group AG,A2G8Y8,DE000A2G8Y89
DWS (Deutsche Asset Management),DWS100,DE000DWS1007
Godewind Immobilien AG,A2G8XX,DE000A2G8XX3
De Raj Group AG Inhaber-Akt,A2GSWR,DE000A2GSWR1
niiio finance group AG,A2G833,DE000A2G8332
Serviceware,A2G8X3,DE000A2G8X31
Diebold Nixdorf AG,A0CAYB,DE000A0CAYB2
Phoenix Solar AG,A0BVU9,DE000A0BVU93
MTU Aero Engines AG,A0D9PT,DE000A0D9PT0
Plan Optik AG,A0HGQS,DE000A0HGQS8
bet-at-home.com AG,A0DNAY,DE000A0DNAY5
MBB SE,A0ETBQ,DE000A0ETBQ4
HELMA AG,A0EQ57,DE000A0EQ578
CLIQ Digital AG,A0HHJR,DE000A0HHJR3
MAX21 AG,A0D88T,DE000A0D88T9
InterCard AG Informationssysteme,A0JC0V,DE000A0JC0V8
InCity Immobilien AG,A0HNF9,DE000A0HNF96
Vita 34 AG,A0BL84,DE000A0BL849
Basic Resources AG,A0JC0X,DE000A0JC0X4
2G Energy AG,A0HL8N,DE000A0HL8N9
MagForce AG,A0HGQF,DE000A0HGQF5
SMA Solar AG,A0DJ6J,DE000A0DJ6J9
Sixt Leasing SE,A0DPRE,DE000A0DPRE6
USU Software AG,A0BVU2,DE000A0BVU28
Deutsche Wohnen SE,A0HN5C,DE000A0HN5C6
Westgrund AG,A0HN4T,DE000A0HN4T3
Nordex AG,A0D655,DE000A0D6554
Deutsche Cannabis AG,A0BVVK,DE000A0BVVK7
MVV Energie AG,A0H52F,DE000A0H52F5
PNE WIND AG,A0JBPG,DE000A0JBPG2
Intershop Communications AG,A0EPUH,DE000A0EPUH1
KPS AG,A1A6V4,DE000A1A6V48
Phicomm AG,A1A6WB,DE000A1A6WB2
Wild Bunch AG,A13SXB,DE000A13SXB0
NorCom AG,A12UP3,DE000A12UP37
Fenghua SoleTech AG,A13SX8,DE000A13SX89
LLoyd Fonds AG,A12UP2,DE000A12UP29
HELLA GmbH & Co. KGaA,A13SX2,DE000A13SX22
GBS Software AG,A14KR2,DE000A14KR27
4SC AG,A14KL7,DE000A14KL72
Pantaflix AG,A12UPJ,DE000A12UPJ7
Your Family Entertainment AG,A161N1,DE000A161N14
GRENKE AG,A161N3,DE000A161N30
plenum AG Namen.Akt. aus Konv.,A161Z4,DE000A161Z44
Steilmann SE,A14KR5,DE000A14KR50
Ernst Russ AG,A16107,DE000A161077
KST Beteiligungs AG,A16130,DE000A161309
Auden AG,A16144,DE000A161440
Shareholder Value Beteiligungen AG,A16820,DE000A168205
Deutsche Konsum REIT-AG,A14KRD,DE000A14KRD3
Singulus Technologies AG,A1681X,DE000A1681X5
uhr.de,A14KN4,DE000A14KN47
Aves One AG,A16811,DE000A168114
Naga Group AG,A161NR,DE000A161NR7
HelloFresh,A16140,DE000A161408
DEFAMA Deutsche Fachmarkt Aktiengesellschaft,A13SUL,DE000A13SUL5
WACKER CHEMIE AG,WCH888,DE000WCH8881
Air Berlin plc,AB1000,GB00B128C026
XING SE,XNG888,DE000XNG8888
Fresenius SE & Co.KGaA (spons. ADRs),A1XCZQ,US35804M1053
voxeljet AG American Deposit Shares Repr 1/5 Sh,A1W556,US92912L1070
Zalando,ZAL111,DE000ZAL1111
Affimed N.V.,A12BHU,NL0010872420
Pieris Pharmaceuticals Inc,A12G4Q,US7207951036
windeln.de SE,WNDL11,DE000WNDL110
Infineon Technologies AG (Spons. ADRS),936207,US45662N1037
Fresenius Medical Care AG & Co. KGaA (FMC) (ADRS),879529,US3580291066
Deutsche Telekom AG (Spons. ADRS),879530,US2515661054
Siltronic AG,WAF300,DE000WAF3001
ADO Properties S.A.,A14U78,LU1250154413
Curetis,A142UK,NL0011509294
Spark Networks SE (spons. ADRs),A2H62U,US8465171002
Fireman B.V. Registered Shs,A2H7A5,NL0012661870
PATRIZIA Immobilien AG,PAT1AG,DE000PAT1AG3
Klöckner & Co (KlöCo),KC0100,DE000KC01000
Wacker Neuson SE,WACK01,DE000WACK012
Francotyp-Postalia Holding AG,FPH900,DE000FPH9000
Symrise AG,SYM999,DE000SYM9999
